黄河,山西,汾河,静乐,03-08,08:00,1193.74,4.52
黄河,山西,汾河,寨上,03-07,08:00,698.56,17.4
黄河,山西,汾河,义棠,03-08,08:00,724.63,10.6
黄河,山西,汾河,赵城,03-08,08:00,473.14,2.27
黄河,山西,汾河,柴庄,03-08,08:00,400.59,4.27
黄河,山,汾河,河津,03-08,08:00,370.41,0.168
